,text,type
95,"Почему по номеру телефона меня всё время ""регистрирует"" в новый канал, хотя у меня есть свой, привязанный к этому телефону?",2
16189,Топорно сделано,1
15901,Показ рекламы с первой минуты,2
883,не знаю,2
4842,Скорость,0
5788,"искать только то что запросила

",1
7912,Автоматически перевод раскладки,2
7801,"Я не вижу просмотров на видео. Как мне узнать, что его смотрели, популярное ли это видео ",1
3383,Легко получилась регистрация. ,3
7223,"Всё,не чего не возможно найти нормального.",1
15039,всё,0
6411,Все,0
15910,Более обширный функционал не помешал бы ,2
8113,"Понимание русских слов,случайно введённых на Английском Языке!",2
11176,Меньше рекламы ,1
3093,Все,0
14143,пока не знаю,2
1642,Быстрота,3
7356,Все,0
14031,проблемы с воспроизведением видео ,1
13355,"вы жадные, рукожопые и тупые, вам нельзя на большой экран.",1
